"product_id","merchant_id","sold","price"
67019531464,3948077,530418,21192
31971190865,3948077,396956,15500
697003323,3948077,364112,5253
3967178365,39943822,353304,25900
86083538401,3948077,306243,19575
2151021731,3948077,304444,4800
427306703365,39943822,296877,20200
21680325064,39943822,292607,24600
81680280209,39943822,241801,21200
73679389843,259129785,228641,15000
